1-Alaves;Cadiz;50;30;20
2-Barcelona;Villarreal;70;20;10
3-Granada;Espanyol;60;25;15
4-Osasuna;Mallorca;35;35;30
5-R.Sociedad;At.Madrid;33;34;33
6-Sevilla;Ath.Club;40;30;30
7-Valencia;Celta;75;15;10
8-Rayo;Levante;60;25;15
9-Elche;Getafe;35;35;30
10-Almeria;Alcorcon;70;20;10
11-Eibar;Tenerife;60;30;10
12-Fuenla;Sporting;15;40;45
13-Las Palmas;Oviedo;50;30;20
14-Ponferradina;Leganes;50;30;20
15-R.Madrid;Betis;15;35;50
